gender,Age,Years_in_job,Income,Province,Savings,Home_ownership,Credit_history,Number_of_accs,Credit_cards,Home_loan,Overdraft,Student_Loan,Non_perfoming_Accs,Open Accounts,Current_In_Arrears,Current_balance_Amt,Past_due_Amt,No_of_enquiries,Score,Def,monthly_installments,Number_of_monthly_installments
Male,18,3,56919,Western,2759,Rent,2,19,0,0,0,1,8,2,2,17100,11970.0,36,396,1,17075.7,6
Male,22,1,53061,Rift Valley,1293,Rent,2,12,0,0,0,1,5,1,1,15900,11130.0,17,322,1,15918.3,9
Female,47,30,133403,Nairobi,305207,Own Home,9,18,0,0,2,0,7,2,0,13300,0.0,9,609,0,40020.9,3
Female,26,6,69152,Rift Valley,23376,Rent,4,10,0,0,0,1,4,1,1,13800,9660.0,11,466,1,20745.6,2
Female,34,5,70605,Nyanza,45047,Rent,2,16,0,0,0,0,6,2,2,21200,14839.999999999998,22,426,1,21181.5,1
Female,46,27,144350,Nairobi,338605,Own Home,8,20,0,0,3,0,8,2,0,14400,0.0,7,655,0,43305.0,11
Male,26,10,98292,Nairobi,59815,Rent,6,31,0,0,2,0,9,2,2,19700,13790.0,59,443,1,29487.6,9
Male,25,2,31637,Rift Valley,773,Rent,1,5,0,0,2,1,2,2,2,9500,6650.0,6,396,1,9491.1,8
Male,18,3,32025,Nyanza,1779,Rent,2,11,0,0,1,1,4,1,1,9600,6720.0,13,442,1,9607.5,9
Female,41,12,126660,Nairobi,127683,Own Home,9,34,0,0,3,0,10,2,0,25300,0.0,9,673,0,37998.0,1
Female,55,20,134185,Nairobi,324498,Own Home,10,37,0,0,4,0,11,3,0,13400,0.0,10,640,0,40255.5,5
Female,48,17,123715,Nairobi,348755,Own Home,7,33,0,0,2,0,10,2,0,18600,0.0,13,677,0,37114.5,6
Female,46,22,122207,Nairobi,356127,Own Home,11,32,0,0,1,0,10,2,0,12200,0.0,7,684,0,36662.1,6
Female,32,7,77429,Nairobi,24433,Rent,7,24,0,0,1,0,7,2,2,15500,10850.0,40,449,1,23228.7,7
Male,54,22,130076,Nairobi,319027,Own Home,11,39,0,0,1,0,12,3,0,13000,0.0,9,678,0,39022.799999999996,10
Female,45,12,101372,Nairobi,151064,Own Home,8,17,0,0,2,0,7,2,0,20300,0.0,6,644,0,30411.6,5
Female,40,11,92835,Nairobi,122406,Own Home,10,16,0,0,0,0,6,2,0,18600,0.0,8,692,0,27850.5,1
Female,34,4,69821,Eastern,38770,Rent,2,8,0,0,2,0,3,1,1,20900,14629.999999999998,11,552,0,20946.3,1
Female,51,30,137136,Nairobi,362786,Own Home,14,50,0,0,4,0,15,3,0,13700,0.0,14,653,0,41140.799999999996,2
Female,28,8,62348,Northe Eastern ,33224,Rent,3,20,0,0,0,1,8,2,2,12500,8750.0,16,382,1,18704.399999999998,8
Female,23,3,55339,Western,4297,Rent,1,12,0,0,2,1,5,1,1,16600,11620.0,21,325,1,16601.7,3
Female,20,3,53571,Western,2168,Rent,1,4,0,0,1,1,2,2,2,16100,11270.0,6,382,1,16071.3,3
Female,40,12,95411,Nairobi,113968,Mortgage,9,32,0,1,2,0,10,2,0,19100,0.0,7,637,0,28623.3,2
Female,21,2,32033,Eastern,2549,Rent,1,17,0,0,0,1,7,2,2,9600,6720.0,15,501,0,9609.9,8
Female,31,7,89499,Nairobi,48666,Rent,7,22,0,0,2,0,7,2,2,17900,12530.0,40,559,0,26849.7,3
Female,18,3,30932,Central,1900,Rent,2,19,0,0,1,1,8,2,2,9300,6510.0,18,322,1,9279.6,9
Female,19,2,56480,Northe Eastern ,1539,Rent,1,12,0,0,2,1,5,1,1,16900,11830.0,21,299,1,16944.0,4
Male,39,12,123765,Nairobi,173141,Own Home,12,67,0,0,2,0,7,3,0,24800,0.0,20,688,0,37129.5,10
Male,36,12,111906,Nairobi,157490,Own Home,11,40,0,0,0,0,12,3,0,22400,0.0,9,675,0,33571.799999999996,8
Female,31,6,51955,Eastern,16070,Rent,7,15,0,0,0,0,6,1,1,10400,7279.999999999999,16,426,1,15586.5,6
Female,47,27,132321,Nairobi,390858,Own Home,15,36,4,0,1,0,11,3,0,13200,0.0,21,671,0,39696.299999999996,11
Male,47,30,140408,Nairobi,313530,Own Home,11,41,0,0,1,0,12,3,0,14000,0.0,23,661,0,42122.4,1
Female,27,5,56979,Nairobi,19862,Rent,2,10,0,0,1,1,4,1,1,17100,11970.0,20,369,1,17093.7,3
Male,37,11,114838,Nairobi,116151,Mortgage,11,53,0,1,0,0,16,3,0,23000,0.0,19,631,0,34451.4,4
Male,36,14,102183,Nairobi,117149,Mortgage,5,2,0,1,0,0,1,2,0,15300,0.0,1,431,1,30654.899999999998,3
Female,30,10,87448,Nairobi,40785,Rent,7,16,0,0,0,0,6,2,2,17500,12250.0,23,539,0,26234.399999999998,11
Female,26,6,78685,Western,42334,Rent,4,16,0,0,2,0,6,2,2,15700,10990.0,25,439,1,23605.5,10
Male,35,10,94650,Nairobi,34362,Rent,5,13,0,0,0,0,5,1,1,18900,13230.0,22,382,1,28395.0,1
Female,41,14,126428,Nairobi,115005,Mortgage,7,22,0,1,2,0,7,2,0,19000,0.0,6,623,0,37928.4,6
Male,41,12,117597,Nairobi,166299,Own Home,5,2,0,0,0,0,1,2,0,23500,0.0,1,577,0,35279.1,1
Female,33,4,88335,Nairobi,49110,Rent,2,15,0,0,2,0,6,1,1,26500,18550.0,27,439,1,26500.5,10
Male,34,10,68497,Nairobi,33021,Rent,5,16,0,0,1,0,6,2,2,13700,9590.0,16,574,0,20549.1,8
Female,21,3,58011,Central,3033,Rent,2,10,0,0,1,1,4,1,1,17400,12180.0,16,535,0,17403.3,10
Male,21,1,38064,Eastern,1800,Rent,1,2,0,0,1,1,1,2,2,11400,7979.999999999999,2,338,1,11419.199999999999,3
Female,37,14,102315,Nairobi,104837,Rent,10,18,0,0,2,0,7,2,2,15300,4590.0,15,419,1,30694.5,8
Male,52,28,149135,Nairobi,389062,Own Home,11,45,0,0,3,0,13,3,0,14900,0.0,9,672,0,44740.5,8
Female,35,6,77510,Nairobi,43521,Rent,6,21,0,0,0,0,6,1,1,15500,10850.0,29,438,1,23253.0,4
Male,51,28,135942,Nairobi,309035,Own Home,13,56,4,0,1,0,6,3,0,13600,0.0,20,723,0,40782.6,3
Male,38,13,127504,Nairobi,159846,Own Home,9,22,0,0,1,0,7,2,0,25500,0.0,5,647,0,38251.2,4
Male,37,14,90471,Nairobi,104048,Rent,11,49,0,0,2,0,15,3,3,13600,4080.0,53,602,0,27141.3,4
Female,27,5,51552,Nyanza,32214,Rent,2,12,0,0,1,1,5,1,1,15500,10850.0,23,392,1,15465.599999999999,11
Male,51,19,123429,Nairobi,341023,Own Home,6,26,0,0,3,0,8,2,0,18500,0.0,14,678,0,37028.7,5
Female,42,13,102404,Nairobi,98688,Rent,9,27,0,0,2,0,8,2,2,20500,6150.0,29,433,1,30721.199999999997,11
Female,29,6,95870,Nairobi,59931,Rent,5,10,0,0,2,0,4,1,1,19200,13440.0,15,498,1,28761.0,3
Female,34,9,59825,Rift Valley,18070,Rent,4,12,0,0,1,0,5,1,1,12000,8400.0,10,312,1,17947.5,7
Male,41,14,111617,Nairobi,167158,Own Home,10,16,0,0,0,0,6,2,0,16700,0.0,6,636,0,33485.1,3
Male,29,6,88216,Nairobi,29655,Rent,8,15,0,0,0,0,6,1,1,17600,12320.0,30,437,1,26464.8,9
Male,27,10,65580,Western,42106,Rent,3,10,0,0,1,1,4,1,1,13100,9170.0,8,543,0,19674.0,2
Male,33,4,63216,Nairobi,39878,Rent,2,5,0,0,0,0,2,2,2,19000,13300.0,7,445,1,18964.8,6
Female,19,3,42088,Nyanza,2506,Rent,1,4,0,0,1,1,2,2,2,12600,8820.0,4,384,1,12626.4,5
Female,30,7,73282,Nyanza,48152,Rent,2,14,0,0,1,0,6,1,1,14700,10290.0,20,388,1,21984.6,11
Male,45,13,102620,Nairobi,96600,Rent,5,18,0,0,1,0,7,2,2,20500,6150.0,21,413,1,30786.0,1
Female,42,15,104853,Nairobi,103996,Rent,5,16,0,0,0,0,6,2,2,15700,4710.0,14,564,0,31455.899999999998,9
Female,33,8,80483,Nairobi,31752,Rent,4,11,0,0,1,0,4,1,1,16100,11270.0,17,513,0,24144.899999999998,4
Female,37,14,105460,Nairobi,142817,Own Home,12,33,0,0,1,0,10,2,0,15800,0.0,10,684,0,31638.0,9
Male,23,1,37069,Eastern,2134,Rent,1,6,0,0,2,1,2,1,1,11100,7769.999999999999,5,480,1,11120.699999999999,10
Male,30,9,86274,Nairobi,37566,Rent,2,19,0,0,0,0,8,2,2,17300,12110.0,31,307,1,25882.2,10
Male,43,12,93090,Nairobi,114168,Mortgage,7,27,0,1,0,0,8,2,0,18600,0.0,10,636,0,27927.0,11
Female,44,14,99869,Nairobi,96577,Rent,10,40,0,0,2,0,12,3,3,15000,4500.0,40,544,0,29960.699999999997,2
Female,39,11,92809,Nairobi,139065,Own Home,12,63,0,0,1,0,6,3,0,18600,0.0,24,711,0,27842.7,8
Male,30,9,83234,Nairobi,56425,Rent,5,17,0,0,2,0,7,2,2,16600,11620.0,27,484,1,24970.2,6
Male,54,26,120639,Nairobi,284820,Own Home,10,33,0,0,1,0,10,2,0,12100,0.0,10,712,0,36191.7,6
Female,46,26,129377,Nairobi,288268,Own Home,10,34,0,0,2,0,10,2,0,12900,0.0,15,671,0,38813.1,2
Male,42,15,110883,Nairobi,139584,Own Home,12,62,0,0,1,0,6,3,0,16600,0.0,28,683,0,33264.9,3
Female,24,1,42333,Nairobi,3399,Rent,2,11,0,0,0,1,4,1,1,12700,8890.0,12,508,0,12699.9,2
Male,51,18,144418,Nairobi,401195,Own Home,8,18,0,0,3,0,7,2,0,21700,0.0,6,597,0,43325.4,5
Female,36,11,115463,Nairobi,137326,Own Home,5,11,0,0,2,0,4,1,0,23100,0.0,4,657,0,34638.9,7
Male,49,22,126959,Nairobi,331779,Own Home,19,81,0,0,4,0,4,2,0,12700,0.0,18,689,0,38087.7,8
Male,32,10,81748,Nairobi,43420,Rent,4,20,0,0,2,0,8,2,2,16300,11410.0,36,367,1,24524.399999999998,3
Male,28,9,66458,Northe Eastern ,41243,Rent,3,15,0,0,1,1,6,1,1,13300,9310.0,15,444,1,19937.399999999998,10
Male,19,3,35410,Eastern,781,Rent,2,7,0,0,0,1,3,1,1,10600,7419.999999999999,7,367,1,10623.0,4
Female,43,12,121370,Nairobi,131564,Own Home,10,15,0,0,4,0,6,1,0,24300,0.0,8,651,0,36411.0,2
Female,44,12,115508,Nairobi,120806,Own Home,12,54,0,0,0,0,16,3,0,23100,0.0,30,643,0,34652.4,11
Male,29,9,83220,Nairobi,27270,Rent,2,8,0,0,2,0,3,1,1,16600,11620.0,14,468,1,24966.0,3
Female,45,15,126673,Nairobi,151543,Own Home,8,35,0,0,3,0,10,2,0,19000,0.0,18,675,0,38001.9,9
Female,28,7,98618,Nairobi,32988,Rent,7,38,0,0,1,0,11,3,3,19700,13790.0,66,539,0,29585.399999999998,11
Male,45,11,99963,Nairobi,100777,Rent,7,34,0,0,2,0,10,2,2,20000,6000.0,36,421,1,29988.899999999998,6
Male,24,3,59337,Nyanza,2335,Rent,1,13,0,0,1,1,5,1,1,17800,12460.0,25,506,0,17801.1,3
Female,21,3,54924,Nairobi,2452,Rent,1,3,0,0,2,1,1,2,2,16500,11550.0,5,439,1,16477.2,4
Male,42,13,116527,Nairobi,127222,Own Home,12,68,0,0,2,0,7,3,0,23300,0.0,24,739,0,34958.1,9
Female,47,29,139730,Nairobi,334641,Own Home,19,90,0,0,2,0,4,2,0,14000,0.0,42,739,0,41919.0,9
Female,33,4,68916,Eastern,37261,Rent,2,15,0,0,2,0,6,1,1,20700,14489.999999999998,26,405,1,20674.8,1
Female,39,14,120676,Nairobi,169211,Own Home,7,28,0,0,3,0,8,2,0,18100,0.0,15,686,0,36202.799999999996,3
Male,50,20,133011,Nairobi,267869,Own Home,7,25,0,0,4,0,7,2,0,13300,0.0,7,707,0,39903.299999999996,8
Female,24,2,33020,Rift Valley,785,Rent,2,20,0,0,2,1,8,2,2,9900,6930.0,19,533,0,9906.0,2
Male,40,11,102466,Nairobi,152639,Own Home,5,12,0,0,1,0,5,1,0,20500,0.0,5,587,0,30739.8,9
Male,25,3,46595,Central,1600,Rent,1,15,0,0,0,1,6,1,1,14000,9800.0,17,512,0,13978.5,5
Female,41,12,114231,Nairobi,166955,Own Home,6,35,0,0,2,0,10,2,0,22800,0.0,16,662,0,34269.299999999996,4
Male,35,5,64622,Rift Valley,35748,Rent,1,13,0,0,1,0,5,1,1,19400,13580.0,17,491,1,19386.6,2
Male,33,9,60675,Western,21625,Rent,5,1,0,0,0,0,0,1,1,12100,8470.0,1,456,1,18202.5,10
Male,18,2,33842,Nairobi,2880,Rent,2,11,0,0,2,1,4,1,1,10200,7140.0,12,464,1,10152.6,11
Female,22,3,53463,Nyanza,3523,Rent,2,2,0,0,2,1,1,2,2,16000,11200.0,4,364,1,16038.9,5
Female,33,10,71921,Western,44763,Rent,8,25,0,0,1,0,7,2,2,14400,10080.0,44,463,1,21576.3,11
Female,25,2,55777,Nairobi,5058,Rent,2,11,0,0,0,1,4,1,1,16700,11690.0,21,573,0,16733.1,6
Female,19,1,48990,Rift Valley,4706,Rent,2,7,0,0,2,1,3,1,1,14700,10290.0,12,465,1,14697.0,4
Male,42,11,109134,Nairobi,116957,Mortgage,6,17,0,1,1,0,7,2,0,21800,0.0,7,521,0,32740.199999999997,4
Female,29,6,79977,Central,25741,Rent,2,15,0,0,1,0,6,1,1,16000,11200.0,24,368,1,23993.1,8
Female,39,11,99531,Nairobi,133113,Own Home,10,25,0,0,1,0,7,2,0,19900,0.0,15,669,0,29859.3,2
Female,50,21,147853,Nairobi,320755,Own Home,13,66,2,0,1,0,7,3,0,14800,0.0,29,736,0,44355.9,11
Male,18,2,59658,Rift Valley,5481,Rent,2,18,0,0,1,1,7,2,2,17900,12530.0,36,513,0,17897.399999999998,11
Female,38,13,102909,Nairobi,147993,Own Home,12,62,0,0,2,0,6,3,0,20600,0.0,33,740,0,30872.699999999997,7
Female,39,14,125948,Nairobi,172541,Own Home,8,21,0,0,4,0,6,1,0,18900,0.0,10,683,0,37784.4,10
Male,53,28,137575,Nairobi,343428,Own Home,13,68,0,0,2,0,7,3,0,13800,0.0,33,716,0,41272.5,4
Female,33,9,76712,Eastern,42814,Rent,2,6,0,0,0,0,2,1,1,15300,10710.0,10,511,0,23013.6,7
Female,50,22,130189,Nairobi,310790,Own Home,10,18,0,0,2,0,7,2,0,13000,0.0,4,665,0,39056.7,5
Male,28,4,95621,Nairobi,66334,Rent,1,14,0,0,2,0,6,1,1,28700,20090.0,22,380,1,28686.3,5
Male,43,15,94980,Nairobi,114800,Mortgage,10,30,0,1,1,0,9,2,0,14200,0.0,11,637,0,28494.0,4
Female,27,8,86304,Nairobi,43462,Rent,6,37,0,0,1,0,11,3,3,17300,12110.0,63,433,1,25891.2,10
Male,27,7,83170,Nairobi,47413,Rent,6,33,0,0,1,0,10,2,2,16600,11620.0,57,501,0,24951.0,11
Female,22,3,43818,Western,3771,Rent,2,11,0,0,2,1,4,1,1,13100,9170.0,9,509,0,13145.4,10
Female,20,1,55326,Northe Eastern ,2898,Rent,1,14,0,0,0,1,6,1,1,16600,11620.0,26,308,1,16597.8,5
Female,42,13,101256,Nairobi,135183,Own Home,5,12,0,0,1,0,5,1,0,20300,0.0,6,606,0,30376.8,10
Female,50,21,126441,Nairobi,256895,Own Home,17,88,2,0,3,0,4,2,0,12600,0.0,24,747,0,37932.299999999996,6
Male,50,30,132597,Nairobi,381537,Own Home,9,29,0,0,4,0,9,2,0,13300,0.0,12,691,0,39779.1,1
Male,29,6,58416,Nairobi,38773,Rent,4,6,0,0,2,0,2,1,1,11700,8189.999999999999,6,450,1,17524.8,4
Male,37,11,113365,Nairobi,154977,Own Home,10,33,0,0,2,0,10,2,0,22700,0.0,10,668,0,34009.5,3
Male,21,3,39517,Nyanza,3012,Rent,1,18,0,0,2,1,7,2,2,11900,8330.0,19,523,0,11855.1,4
Male,46,26,121010,Nairobi,272621,Own Home,18,83,2,0,3,0,4,2,0,12100,0.0,44,742,0,36303.0,7
Female,19,1,31938,Northe Eastern ,2346,Rent,1,2,0,0,2,1,1,2,2,9600,6720.0,2,364,1,9581.4,11
Female,32,5,76215,Nyanza,36137,Rent,2,2,0,0,0,0,1,2,2,22900,16029.999999999998,4,393,1,22864.5,8
Female,55,19,128649,Nairobi,289162,Own Home,6,26,0,0,3,0,8,2,0,19300,0.0,15,644,0,38594.7,10
Male,36,15,91360,Nairobi,125752,Own Home,11,54,0,0,2,0,16,3,0,13700,0.0,29,715,0,27408.0,5
Female,44,14,114165,Nairobi,108404,Rent,10,26,0,0,2,0,8,2,2,17100,5130.0,25,539,0,34249.5,5
Female,41,15,121071,Nairobi,170893,Own Home,10,29,0,0,2,0,9,2,0,18200,0.0,6,674,0,36321.299999999996,10
Male,54,19,135032,Nairobi,342705,Own Home,8,29,0,0,3,0,9,2,0,20300,0.0,7,693,0,40509.6,7
Female,55,26,136895,Nairobi,278283,Own Home,12,40,0,0,2,0,12,3,0,13700,0.0,13,687,0,41068.5,10
Male,45,12,116182,Nairobi,133424,Own Home,8,24,0,0,2,0,7,2,0,23200,0.0,14,676,0,34854.6,8
Female,49,29,120749,Nairobi,317207,Own Home,15,38,4,0,4,0,11,3,0,12100,0.0,10,707,0,36224.7,7
Male,27,4,94920,Nairobi,65609,Rent,1,6,0,0,0,0,2,1,1,28500,19950.0,8,558,0,28476.0,4
Female,43,14,109540,Nairobi,153642,Own Home,11,36,0,0,2,0,11,3,0,16400,0.0,9,703,0,32862.0,2
Male,36,12,128485,Nairobi,147596,Own Home,8,35,0,0,2,0,10,2,0,25700,0.0,10,703,0,38545.5,9
Female,43,14,98346,Nairobi,131947,Own Home,12,52,0,0,1,0,16,3,0,14800,0.0,29,691,0,29503.8,11
Male,53,27,145822,Nairobi,362569,Own Home,9,24,0,0,3,0,7,2,0,14600,0.0,12,661,0,43746.6,6
Female,40,14,96084,Nairobi,117263,Mortgage,8,25,0,1,0,0,7,2,0,14400,0.0,8,650,0,28825.2,8
Female,46,16,139389,Nairobi,380513,Own Home,10,28,0,0,2,0,8,2,0,20900,0.0,6,695,0,41816.7,7
Female,28,7,93736,Nairobi,40785,Rent,6,21,0,0,1,0,6,1,1,18700,13090.0,35,567,0,28120.8,7
Male,47,30,147865,Nairobi,437489,Own Home,16,80,4,0,1,0,4,2,0,14800,0.0,16,748,0,44359.5,4
Female,28,10,69921,Central,40664,Rent,2,4,0,0,2,1,2,2,2,14000,9800.0,4,433,1,20976.3,5
Female,52,28,122399,Nairobi,247202,Own Home,16,87,4,0,1,0,4,2,0,12200,0.0,46,693,0,36719.7,10
Male,18,3,52429,Western,1989,Rent,1,19,0,0,0,1,8,2,2,15700,10990.0,36,435,1,15728.699999999999,3
Female,33,9,74154,Eastern,27394,Rent,7,20,0,0,2,0,8,2,2,14800,10360.0,28,455,1,22246.2,8
Female,18,1,57456,Central,2079,Rent,2,12,0,0,1,1,5,1,1,17200,12040.0,18,328,1,17236.8,2
Male,51,18,120934,Nairobi,295482,Own Home,10,21,0,0,4,0,6,1,0,18100,0.0,5,685,0,36280.2,5
Male,33,9,80290,Nairobi,50414,Rent,3,15,0,0,1,0,6,1,1,16100,11270.0,26,459,1,24087.0,10
Male,21,2,58508,Central,1531,Rent,1,14,0,0,2,1,6,1,1,17600,12320.0,28,390,1,17552.399999999998,6
Male,40,13,99082,Nairobi,113014,Mortgage,8,22,0,1,2,0,7,2,0,19800,0.0,9,635,0,29724.6,11
Male,30,5,98175,Nairobi,44014,Rent,2,4,0,0,1,0,2,2,2,29500,20650.0,8,313,1,29452.5,7
Male,47,24,140126,Nairobi,398323,Own Home,18,82,2,0,3,0,4,2,0,14000,0.0,18,738,0,42037.799999999996,8
Female,34,6,90279,Nairobi,38702,Rent,3,14,0,0,0,0,6,1,1,18100,12670.0,27,387,1,27083.7,3
Male,34,10,65227,Rift Valley,19770,Rent,4,8,0,0,0,0,3,1,1,13000,9100.0,8,546,0,19568.1,11
Female,24,3,45359,Northe Eastern ,4457,Rent,2,3,0,0,1,1,1,2,2,13600,9520.0,3,582,0,13607.699999999999,8
Male,44,12,113820,Nairobi,155773,Own Home,6,32,0,0,2,0,10,2,0,22800,0.0,10,650,0,34146.0,3
Male,29,9,85896,Nairobi,41434,Rent,7,38,0,0,2,0,11,3,3,17200,12040.0,72,593,0,25768.8,8
Male,25,2,32373,Central,2659,Rent,1,15,0,0,1,1,6,1,1,9700,6790.0,15,549,0,9711.9,5
Female,40,15,112953,Nairobi,145412,Own Home,12,66,0,0,1,0,7,3,0,16900,0.0,18,729,0,33885.9,3
Female,29,10,52285,Western,32867,Rent,5,15,0,0,1,0,6,1,1,10500,7349.999999999999,14,434,1,15685.5,5
Female,52,18,133741,Nairobi,280174,Own Home,9,32,0,0,3,0,10,2,0,20100,0.0,9,704,0,40122.299999999996,7
Female,45,13,111466,Nairobi,124067,Own Home,5,16,0,0,0,0,6,2,0,22300,0.0,9,665,0,33439.799999999996,5
Female,47,27,142218,Nairobi,348165,Own Home,19,71,2,0,4,0,7,4,0,14200,0.0,34,736,0,42665.4,3
Female,51,19,130385,Nairobi,266743,Own Home,7,35,0,0,3,0,10,2,0,19600,0.0,9,678,0,39115.5,4
Male,20,2,31029,Western,1255,Rent,1,13,0,0,0,1,5,1,1,9300,6510.0,14,391,1,9308.699999999999,7
Female,31,4,78019,Eastern,53563,Rent,1,10,0,0,2,0,4,1,1,23400,16379.999999999998,14,470,1,23405.7,5
Female,42,14,120097,Nairobi,177262,Own Home,8,39,0,0,1,0,12,3,0,18000,0.0,13,667,0,36029.1,7
Female,24,2,33919,Nyanza,2023,Rent,1,19,0,0,2,1,8,2,2,10200,7140.0,22,438,1,10175.699999999999,4
Male,43,11,108013,Nairobi,157416,Own Home,11,62,0,0,0,0,6,3,0,21600,0.0,35,729,0,32403.899999999998,1
Female,26,6,99871,Nairobi,41368,Rent,8,34,0,0,0,0,10,2,2,20000,14000.0,47,512,0,29961.3,9
Male,46,30,149085,Nairobi,310490,Own Home,9,16,0,0,2,0,6,2,0,14900,0.0,4,623,0,44725.5,3
Female,46,17,149495,Nairobi,315654,Own Home,6,22,0,0,1,0,7,2,0,22400,0.0,12,696,0,44848.5,4
Male,41,15,96631,Nairobi,142251,Own Home,9,32,0,0,1,0,10,2,0,14500,0.0,17,693,0,28989.3,1
Male,27,9,62774,Nyanza,31485,Rent,7,23,0,0,2,1,7,2,2,12600,8820.0,20,456,1,18832.2,8
Male,50,16,121437,Nairobi,328390,Own Home,8,28,0,0,2,0,8,2,0,18200,0.0,7,667,0,36431.1,10
Female,23,1,45991,Central,3377,Rent,2,10,0,0,0,1,4,1,1,13800,9660.0,9,472,1,13797.3,1
Female,49,29,123030,Nairobi,305968,Own Home,14,42,0,0,2,0,13,3,0,12300,0.0,11,705,0,36909.0,9
Male,19,2,51726,Western,3711,Rent,1,10,0,0,2,1,4,1,1,15500,10850.0,14,496,1,15517.8,9
Female,38,13,121341,Nairobi,162447,Own Home,6,32,0,0,2,0,10,2,0,24300,0.0,17,674,0,36402.299999999996,1
Female,18,3,48939,Nairobi,3324,Rent,1,17,0,0,1,1,7,2,2,14700,10290.0,27,543,0,14681.699999999999,2
Female,33,5,84827,Nairobi,34226,Rent,1,10,0,0,1,0,4,1,1,25400,17780.0,16,383,1,25448.1,2
Male,50,30,130333,Nairobi,377330,Own Home,17,62,3,0,4,0,6,3,0,13000,0.0,35,752,0,39099.9,4
Female,44,15,109025,Nairobi,116567,Mortgage,7,25,0,1,0,0,7,2,0,16400,0.0,11,650,0,32707.5,2
Female,35,5,50072,Rift Valley,22104,Rent,2,5,0,0,0,0,2,2,2,15000,10500.0,10,452,1,15021.599999999999,10
Male,32,9,78739,Rift Valley,45218,Rent,3,7,0,0,0,0,3,1,1,15700,10990.0,14,401,1,23621.7,9
Female,30,9,69742,Nairobi,35509,Rent,7,38,0,0,0,0,11,3,3,13900,9730.0,37,587,0,20922.6,6
Male,50,20,134029,Nairobi,311102,Own Home,5,8,0,0,4,0,3,1,0,13400,0.0,2,688,0,40208.7,8
Male,27,8,77407,Eastern,53972,Rent,4,12,0,0,1,0,5,1,1,15500,10850.0,23,388,1,23222.1,7
Male,41,14,117058,Nairobi,110063,Mortgage,11,69,0,1,2,0,7,3,0,17600,0.0,21,677,0,35117.4,10
Female,55,18,148771,Nairobi,355137,Own Home,6,24,0,0,3,0,7,2,0,22300,0.0,10,705,0,44631.299999999996,2
Male,38,11,106845,Nairobi,126797,Own Home,8,31,0,0,0,0,9,2,0,21400,0.0,8,710,0,32053.5,3
Male,44,13,127908,Nairobi,162635,Own Home,5,9,0,0,2,0,4,1,0,25600,0.0,4,453,1,38372.4,7
Female,45,15,112282,Nairobi,128280,Own Home,12,47,0,0,0,0,14,3,0,16800,0.0,10,670,0,33684.6,7
Male,36,14,116552,Nairobi,171334,Own Home,11,55,0,0,1,0,16,3,0,17500,0.0,33,671,0,34965.6,2
Female,47,16,124121,Nairobi,249938,Own Home,8,22,0,0,1,0,7,2,0,18600,0.0,5,659,0,37236.299999999996,11
Male,36,11,104108,Nairobi,93709,Rent,10,32,0,0,1,0,10,2,2,20800,6240.0,31,580,0,31232.399999999998,5
Female,31,4,63575,Central,38759,Rent,1,4,0,0,0,0,2,2,2,19100,13370.0,7,312,1,19072.5,8
Female,47,19,130303,Nairobi,354002,Own Home,12,43,0,0,1,0,13,3,0,19500,0.0,23,669,0,39090.9,5
Female,46,17,124848,Nairobi,288453,Own Home,6,39,0,0,3,0,12,3,0,18700,0.0,12,686,0,37454.4,11
Female,18,3,57247,Nairobi,3150,Rent,1,4,0,0,1,1,2,2,2,17200,12040.0,8,375,1,17174.1,7
Female,32,10,97705,Nairobi,40227,Rent,8,28,0,0,2,0,8,2,2,19500,13650.0,50,585,0,29311.5,6
Male,38,15,96859,Nairobi,116556,Mortgage,6,31,0,1,1,0,9,2,0,14500,0.0,14,630,0,29057.7,11
Male,48,27,148276,Nairobi,368230,Own Home,18,63,1,0,3,0,6,3,0,14800,0.0,13,675,0,44482.799999999996,5
Female,25,2,46098,Rift Valley,2318,Rent,2,9,0,0,2,1,4,1,1,13800,9660.0,8,344,1,13829.4,8
Female,19,3,42047,Northe Eastern ,2818,Rent,1,16,0,0,1,1,6,2,2,12600,8820.0,14,442,1,12614.1,5
Male,34,7,88794,Nairobi,57202,Rent,8,27,0,0,0,0,8,2,2,17800,12460.0,41,537,0,26638.2,3
Male,44,15,126428,Nairobi,161369,Own Home,5,6,0,0,2,0,2,1,0,19000,0.0,3,684,0,37928.4,11
Female,23,1,48436,Nyanza,3964,Rent,1,8,0,0,0,1,3,1,1,14500,10150.0,15,516,0,14530.8,11
Female,45,14,110874,Nairobi,133695,Own Home,11,53,0,0,2,0,16,3,0,16600,0.0,12,675,0,33262.2,3
Female,23,2,35066,Nairobi,3058,Rent,2,13,0,0,0,1,5,1,1,10500,7349.999999999999,12,456,1,10519.8,9
Female,49,18,135055,Nairobi,321370,Own Home,5,11,0,0,1,0,4,1,0,20300,0.0,3,648,0,40516.5,3
Male,30,9,70398,Nyanza,44522,Rent,2,7,0,0,2,0,3,1,1,14100,9870.0,7,232,1,21119.399999999998,5
Male,48,16,139889,Nairobi,283298,Own Home,10,25,0,0,3,0,7,2,0,21000,0.0,9,710,0,41966.7,2
Male,29,7,62046,Central,24749,Rent,8,38,0,0,2,0,11,3,3,12400,8680.0,40,519,0,18613.8,8
Male,21,2,38520,Nyanza,1269,Rent,2,19,0,0,2,1,8,2,2,11600,8119.999999999999,16,388,1,11556.0,4
